370,-468.870869420585
400,-469.743809147581
430,-470.314327910008
460,-470.671207480683
490,-470.894431923372
520,-471.033784502259
550,-471.121074808501
580,-471.17399245565
610,-471.197804126731
640,-471.216532782367
670,-471.220441900912
700,-471.225543106391
730,-471.228098487345
760,-471.228426083459
